word	lemma	pos	wordfreq	lemfreq
preserves	preserve	v	2270	31701
enormous	enormous	j	31697	31697
cigarette	cigarette	n	19318	31674
cigarettes	cigarette	n	12356	31674
factory	factory	n	22509	31626
factories	factory	n	9117	31626
valuable	valuable	j	31626	31626
clip	clip	n	26597	31612
clips	clip	n	5015	31612
electric	electric	j	31583	31583
giants	giant	n	19645	31557
giant	giant	n	11912	31557
slave	slave	n	16362	31539
slaves	slave	n	15174	31539
submit	submit	v	14630	31515
submitted	submit	v	13188	31515
submitting	submit	v	2957	31515
submits	submit	v	740	31515
effectively	effectively	r	31505	31505
christians	Christian	n	27390	31496
christian	Christian	n	4106	31496
monitor	monitor	v	13822	31483
monitoring	monitor	v	9405	31483
monitored	monitor	v	5724	31483
monitors	monitor	v	2532	31483
wonder	wonder	n	25926	31463
wonders	wonder	n	5530	31463
wondering	wonder	n	7	31463
resolve	resolve	v	13846	31452
resolved	resolve	v	12970	31452
resolving	resolve	v	3591	31452
resolves	resolve	v	1045	31452
remaining	remaining	j	31407	31407
participation	participation	n	31325	31395
participations	participation	n	70	31395
stream	stream	n	22486	31393
streams	stream	n	8884	31393
streaming	stream	n	23	31393
rid	rid	v	30791	31388
ridding	rid	v	524	31388
rids	rid	v	73	31388
origin	origin	n	19553	31342
origins	origin	n	11789	31342
teen	teen	n	15861	31336
teens	teen	n	15475	31336
particular	particular	r	31295	31295
congressional	congressional	j	31271	31271
bound	bind	v	21829	31267
bind	bind	v	4137	31267
binding	bind	v	3419	31267
binds	bind	v	1882	31267
coat	coat	n	25056	31266
coats	coat	n	6188	31266
coati	coat	n	22	31266
tower	tower	n	23669	31252
towers	tower	n	7583	31252
license	license	n	25860	31242
licenses	license	n	5382	31242
twitter	Twitter	n	31153	31238
twitters	Twitter	n	82	31238
imposed	impose	v	13311	31201
impose	impose	v	11792	31201
imposing	impose	v	3714	31201
imposes	impose	v	2384	31201
innocent	innocent	j	31192	31192
curriculum	curriculum	n	26707	31171
curricula	curriculum	n	4067	31171
curriculums	curriculum	n	397	31171
mail	mail	n	30426	31141
mails	mail	n	715	31141
estimates	estimate	n	18763	31122
estimate	estimate	n	12359	31122
insight	insight	n	18693	31094
insights	insight	n	12401	31094
investigators	investigator	n	22750	31082
investigator	investigator	n	8332	31082
virus	virus	n	23884	31075
viruses	virus	n	7191	31075
hurricane	hurricane	n	25635	31072
hurricanes	hurricane	n	5437	31072
accurate	accurate	j	31068	31068
provisions	provision	n	15693	31059
provision	provision	n	15366	31059
strike	strike	n	21180	31051
strikes	strike	n	9871	31051
communicate	communicate	v	20250	31040
communicating	communicate	v	5347	31040
communicated	communicate	v	3941	31040
communicates	communicate	v	1502	31040
cross	cross	n	28730	31025
crosses	cross	n	2295	31025
vary	vary	v	16104	31000
varies	vary	v	6625	31000
varied	vary	v	6621	31000
varying	vary	v	1650	31000
jacket	jacket	n	25152	30995
jackets	jacket	n	5843	30995
increasing	increasing	j	30970	30970
green	green	n	20718	30968
greens	green	n	10250	30968
equally	equally	r	30968	30968
pay	pay	n	30935	30935
in	in	c	30931	30931
lit	light	v	14472	30928
light	light	v	11555	30928
lighting	light	v	2719	30928
lights	light	v	1248	30928
lighted	light	v	934	30928
implications	implication	n	25039	30921
implication	implication	n	5882	30921
fiction	fiction	n	29747	30883
fictions	fiction	n	1136	30883
protest	protest	n	16225	30878
protests	protest	n	14653	30878
mama	mama	n	30200	30857
mamas	mama	n	657	30857
implies	imply	v	11395	30829
imply	imply	v	8425	30829
implied	imply	v	6710	30829
implying	imply	v	4299	30829
twins	twin	n	15613	30810
twin	twin	n	15197	30810
pants	pant	n	29782	30810
pant	pant	n	1026	30810
another	another	p	30791	30791
ahead	ahead	i	30782	30782
bent	bend	v	15782	30768
bend	bend	v	8235	30768
bending	bend	v	4515	30768
bends	bend	v	2220	30768
bended	bend	v	16	30768
shock	shock	n	28418	30746
shocks	shock	n	2328	30746
exercise	exercise	v	17231	30730
exercising	exercise	v	6151	30730
exercised	exercise	v	4692	30730
exercises	exercise	v	2656	30730
criteria	criteria	n	23721	30727
criterion	criteria	n	6993	30727
criterions	criteria	n	13	30727
arab	Arab	j	30709	30709
dirty	dirty	j	29738	30707
dirtiest	dirty	j	538	30707
dirtier	dirty	j	431	30707
ring	ring	v	9511	30684
rang	ring	v	9348	30684
rings	ring	v	4944	30684
ringing	ring	v	4592	30684
rung	ring	v	1171	30684
ringed	ring	v	1118	30684
toys	toy	n	16573	30678
toy	toy	n	14104	30678
potentially	potentially	r	30671	30671
assault	assault	n	27020	30609
assaults	assault	n	3589	30609
peak	peak	n	22828	30595
peaks	peak	n	7760	30595
peaking	peak	n	7	30595
anger	anger	n	30439	30587
angers	anger	n	148	30587
boots	boot	n	21175	30566
boot	boot	n	9391	30566
dramatic	dramatic	j	30558	30558
peers	peer	n	19060	30537
peer	peer	n	11477	30537
enhance	enhance	v	16467	30470
enhanced	enhance	v	6132	30470
enhancing	enhance	v	4862	30470
enhances	enhance	v	3009	30470
math	math	n	30465	30465
slid	slide	v	11183	30451
slide	slide	v	9689	30451
sliding	slide	v	5492	30451
slides	slide	v	4080	30451
slided	slide	v	7	30451
favor	favor	n	23426	30405
favors	favor	n	4099	30405
favour	favor	n	2488	30405
favours	favor	n	392	30405
pink	pink	j	30250	30396
pinker	pink	j	128	30396
pinkest	pink	j	18	30396
dust	dust	n	30239	30376
dusts	dust	n	137	30376
aunt	aunt	n	27649	30364
aunts	aunt	n	2715	30364
lost	lost	j	30362	30362
prospect	prospect	n	16558	30358
prospects	prospect	n	13800	30358
mood	mood	n	27360	30344
moods	mood	n	2984	30344
mm-hmm	mm-hmm	u	30339	30339
settlement	settlement	n	22664	30250
settlements	settlement	n	7586	30250
rather	rather	c	30233	30233
justify	justify	v	16231	30199
justified	justify	v	9737	30199
justifies	justify	v	2232	30199
justifying	justify	v	1999	30199
depth	depth	n	22897	30176
depths	depth	n	7279	30176
juice	juice	n	26372	30156
juices	juice	n	3452	30156
juiced	juice	n	332	30156
formal	formal	j	30129	30129
virtually	virtually	r	30114	30114
gallery	gallery	n	24035	30109
galleries	gallery	n	6074	30109
tension	tension	n	20289	30082
tensions	tension	n	9793	30082
throat	throat	n	27112	30071
throats	throat	n	2959	30071
draft	draft	n	27286	30062
drafts	draft	n	2776	30062
reputation	reputation	n	28037	29988
reputations	reputation	n	1951	29988
index	index	n	25382	29987
indices	index	n	2613	29987
indexes	index	n	1992	29987
normally	normally	r	29963	29963
mess	mess	n	29038	29961
messes	mess	n	923	29961
joy	joy	n	27265	29949
joys	joy	n	2684	29949
steel	steel	n	29712	29886
steels	steel	n	174	29886
motor	motor	n	21752	29863
motors	motor	n	8111	29863
enterprise	enterprise	n	21264	29857
enterprises	enterprise	n	8593	29857
salary	salary	n	20346	29856
salaries	salary	n	9510	29856
moreover	moreover	r	29856	29856
giant	giant	j	29852	29852
cousin	cousin	n	22077	29840
cousins	cousin	n	7763	29840
ordinary	ordinary	j	29816	29816
graduated	graduate	v	13187	29793
graduate	graduate	v	10771	29793
graduating	graduate	v	5832	29793
dozen	dozen	n	17754	29771
dozens	dozen	n	12017	29771
evolution	evolution	n	29577	29760
evolutions	evolution	n	183	29760
so-called	so-called	j	29469	29757
socalled	so-called	j	288	29757
helpful	helpful	j	29707	29707
competitive	competitive	j	29700	29700
lovely	lovely	j	29069	29696
loveliest	lovely	j	435	29696
lovelier	lovely	j	192	29696
fishing	fishing	n	29682	29682
anxiety	anxiety	n	27163	29659
anxieties	anxiety	n	2496	29659
professionals	professional	n	25544	29639
professional	professional	n	4095	29639
carbon	carbon	n	29502	29639
carbons	carbon	n	137	29639
essay	essay	n	19876	29637
essays	essay	n	9761	29637
islamic	Islamic	j	29622	29622
honor	honor	v	13626	29595
honored	honor	v	9397	29595
honoring	honor	v	3670	29595
honors	honor	v	2902	29595
drama	drama	n	27062	29588
dramas	drama	n	2526	29588
odd	odd	j	29400	29585
odder	odd	j	185	29585
evil	evil	j	29557	29573
evilest	evil	j	16	29573
stranger	stranger	n	15504	29572
strangers	stranger	n	14068	29572
belt	belt	n	24387	29548
belts	belt	n	5161	29548
urged	urge	v	12710	29531
urging	urge	v	7649	29531
urge	urge	v	6472	29531
urges	urge	v	2700	29531
tossed	toss	v	12208	29527
toss	toss	v	10371	29527
tossing	toss	v	4633	29527
tosses	toss	v	2315	29527
fifth	fifth	m	29510	29510
formula	formula	n	25810	29504
formulas	formula	n	3148	29504
formulae	formula	n	546	29504
potatoes	potato	n	17330	29496
potato	potato	n	12111	29496
potatos	potato	n	32	29496
po-ta-to	potato	n	23	29496
monster	monster	n	21263	29491
monsters	monster	n	8228	29491
smoke	smoke	n	28945	29483
smokes	smoke	n	538	29483
telephone	telephone	n	27213	29482
telephones	telephone	n	2269	29482
rape	rape	n	27631	29477
rapes	rape	n	1846	29477
palm	palm	n	21842	29472
palms	palm	n	7630	29472
jet	jet	n	16797	29468
jets	jet	n	12671	29468
navy	Navy	n	29073	29450
navies	Navy	n	377	29450
excited	excited	j	29450	29450
plot	plot	n	22932	29444
plots	plot	n	6512	29444
angle	angle	n	22320	29422
angles	angle	n	7102	29422
criticized	criticize	v	14078	29408
criticize	criticize	v	7711	29408
criticizing	criticize	v	5254	29408
criticizes	criticize	v	1413	29408
criticised	criticize	v	397	29408
criticise	criticize	v	359	29408
criticising	criticize	v	196	29408
prisoners	prisoner	n	18133	29394
prisoner	prisoner	n	11261	29394
discipline	discipline	n	22029	29386
disciplines	discipline	n	7356	29386
negotiations	negotiation	n	22186	29385
negotiation	negotiation	n	7199	29385
damn	damn	j	29373	29373
butter	butter	n	28475	29372
butters	butter	n	897	29372
desert	desert	n	27237	29353
deserts	desert	n	2115	29353
complicated	complicated	j	29335	29335
prize	prize	n	24084	29331
prizes	prize	n	5247	29331
blind	blind	j	29262	29326
blinder	blind	j	54	29326
blindest	blind	j	10	29326
assigned	assign	v	20604	29315
assign	assign	v	5035	29315
assigning	assign	v	2480	29315
assigns	assign	v	1196	29315
bullet	bullet	n	18002	29277
bullets	bullet	n	11275	29277
awareness	awareness	n	29244	29265
awarenesses	awareness	n	21	29265
sequence	sequence	n	21182	29257
sequences	sequence	n	8075	29257
illustrated	illustrate	v	10610	29234
illustrate	illustrate	v	8991	29234
illustrates	illustrate	v	7573	29234
illustrating	illustrate	v	2060	29234
drop	drop	n	21783	29201
drops	drop	n	7418	29201
pack	pack	n	22171	29197
packs	pack	n	7026	29197
providers	provider	n	16901	29196
provider	provider	n	12295	29196
fucking	fucking	r	29176	29176
minor	minor	j	29172	29172
activists	activist	n	16968	29161
activist	activist	n	12193	29161
poem	poem	n	17942	29138
poems	poem	n	11196	29138
vacation	vacation	n	24774	29123
vacations	vacation	n	4349	29123
weigh	weigh	v	10389	29121
weighed	weigh	v	8025	29121
weighing	weigh	v	5494	29121
weighs	weigh	v	5213	29121
gang	gang	n	22186	29116
gangs	gang	n	6930	29116
privacy	privacy	n	29088	29115
privacies	privacy	n	27	29115
clock	clock	n	25637	29112
clocks	clock	n	3475	29112
arranged	arrange	v	14875	29108
arrange	arrange	v	9962	29108
arranging	arrange	v	3429	29108
arranges	arrange	v	842	29108
penalty	penalty	n	20440	29096
penalties	penalty	n	8656	29096
stomach	stomach	n	27685	29089
stomachs	stomach	n	1404	29089
concert	concert	n	22337	29086
concerts	concert	n	6722	29086
concerti	concert	n	27	29086
originally	originally	r	29084	29084
statistics	statistics	n	29070	29070
electronic	electronic	j	29064	29064
properly	properly	r	29063	29063
bureau	bureau	n	27760	29044
bureaus	bureau	n	1263	29044
bureaux	bureau	n	21	29044
wolf	wolf	n	19554	29042
wolves	wolf	n	9405	29042
wolfs	wolf	n	83	29042
and/or	and/or	c	29029	29029
classic	classic	j	29028	29028
recommendations	recommendation	n	18683	28998
recommendation	recommendation	n	10315	28998
exciting	exciting	j	28990	28990
makers	maker	n	14990	28989
maker	maker	n	13999	28989
dear	dear	j	26487	28984
dearest	dear	j	2352	28984
dearer	dear	j	145	28984
impression	impression	n	23614	28975
impressions	impression	n	5361	28975
broken	broken	j	28965	28965
battery	battery	n	19395	28962
batteries	battery	n	9567	28962
narrative	narrative	n	21559	28928
narratives	narrative	n	7369	28928
process	process	v	16029	28916
processing	process	v	6202	28916
processed	process	v	5405	28916
processes	process	v	1280	28916
arise	arise	v	11013	28915
arose	arise	v	6414	28915
arises	arise	v	5621	28915
arising	arise	v	3909	28915
arisen	arise	v	1955	28915
kidding	kid	v	25657	28911
kid	kid	v	2955	28911
kidded	kid	v	191	28911
kids	kid	v	108	28911
sake	sake	n	26786	28905
sakes	sake	n	2119	28905
delivery	delivery	n	26268	28903
deliveries	delivery	n	2635	28903
forgive	forgive	v	21393	28897
forgiven	forgive	v	4931	28897
forgave	forgive	v	1350	28897
forgives	forgive	v	669	28897
forgiving	forgive	v	554	28897
visible	visible	j	28886	28886
heavily	heavily	r	28880	28880
junior	junior	j	28869	28869
rep	Rep	n	23929	28848
reps	Rep	n	4919	28848
diversity	diversity	n	28729	28848
diversities	diversity	n	119	28848
string	string	n	19772	28844
strings	string	n	9072	28844
lawsuit	lawsuit	n	19275	28834
lawsuits	lawsuit	n	9559	28834
latter	latter	d	28825	28825
cute	cute	j	27153	28813
cutest	cute	j	1091	28813
cuter	cute	j	569	28813
deputy	deputy	n	23765	28806
deputies	deputy	n	5041	28806
restore	restore	v	15573	28777
restored	restore	v	8817	28777
restoring	restore	v	3443	28777
restores	restore	v	944	28777
buddy	buddy	n	21804	28763
buddies	buddy	n	6959	28763
psychological	psychological	j	28740	28740
besides	besides	r	28711	28711
intense	intense	j	28703	28703
friendly	friendly	j	27543	28697
friendlier	friendly	j	827	28697
friendliest	friendly	j	327	28697
evil	evil	n	25295	28696
evils	evil	n	3401	28696
lane	lane	n	21682	28689
lanes	lane	n	7007	28689
hungry	hungry	j	28272	28647
hungrier	hungry	j	319	28647
hungriest	hungry	j	56	28647
beans	bean	n	18648	28639
bean	bean	n	9991	28639
sauce	sauce	n	26602	28639
sauces	sauce	n	2037	28639
print	print	v	14207	28636
printed	print	v	10024	28636
printing	print	v	4082	28636
prints	print	v	323	28636
dominated	dominate	v	14232	28636
dominate	dominate	v	8890	28636
dominates	dominate	v	2927	28636
dominating	dominate	v	2587	28636
testing	testing	n	28561	28626
testings	testing	n	65	28626
trick	trick	n	19105	28621
tricks	trick	n	9516	28621
fantasy	fantasy	n	22758	28620
fantasies	fantasy	n	5862	28620
absence	absence	n	27552	28618
absences	absence	n	1066	28618
offensive	offensive	j	28611	28611
symbol	symbol	n	17881	28609
symbols	symbol	n	10728	28609
recognition	recognition	n	28427	28585
recognitions	recognition	n	158	28585
detect	detect	v	12999	28574
detected	detect	v	11110	28574
detecting	detect	v	3250	28574
detects	detect	v	1215	28574
tablespoons	tablespoon	n	12695	28554
tablespoon	tablespoon	n	8089	28554
tbsp	tablespoon	n	7569	28554
tbsps	tablespoon	n	201	28554
constructed	construct	v	14344	28515
construct	construct	v	10020	28515
constructing	construct	v	4137	28515
constructs	construct	v	14	28515
hmm	hmm	u	28510	28510
arrest	arrest	n	21775	28504
arrests	arrest	n	6729	28504
approval	approval	n	27639	28499
approvals	approval	n	860	28499
aids	AIDS	n	28489	28489
whereas	whereas	c	28472	28472
defensive	defensive	j	28464	28464
independence	independence	n	28463	28463
apologize	apologize	v	17540	28462
apologized	apologize	v	5746	28462
apologizing	apologize	v	2884	28462
apologise	apologize	v	1052	28462
apologizes	apologize	v	996	28462
apologised	apologize	v	179	28462
apologises	apologize	v	38	28462
apologising	apologize	v	27	28462
top	top	i	28439	28439
asian	Asian	j	28419	28419
rose	rose	n	19553	28398
roses	rose	n	8845	28398
ghost	ghost	n	20026	28365
ghosts	ghost	n	8339	28365
involvement	involvement	n	28106	28357
involvements	involvement	n	251	28357
permanent	permanent	j	28345	28345
wire	wire	n	21041	28337
wires	wire	n	7296	28337
whispered	whisper	v	15386	28334
whispering	whisper	v	5493	28334
whispers	whisper	v	3952	28334
whisper	whisper	v	3503	28334
mouse	mouse	n	15556	28329
mice	mouse	n	12739	28329
mouses	mouse	n	34	28329
airlines	airline	n	15449	28327
airline	airline	n	12878	28327
founder	founder	n	19970	28315
founders	founder	n	8341	28315
objectives	objective	n	14773	28315
objective	objective	n	13542	28315
nowhere	nowhere	r	28292	28292
alternative	alternative	j	28282	28282
phenomenon	phenomenon	n	20014	28258
phenomena	phenomenon	n	8192	28258
phenomenons	phenomenon	n	52	28258
evolved	evolve	v	13719	28257
evolve	evolve	v	7662	28257
evolving	evolve	v	5109	28257
evolves	evolve	v	1767	28257
not	not	c	28251	28251
exact	exact	j	28250	28250
silver	silver	n	28062	28244
silvers	silver	n	182	28244
cents	cent	n	18628	28231
cent	cent	n	9603	28231
universal	universal	j	28224	28224
teenagers	teenager	n	13168	28219
teenager	teenager	n	12597	28219
teen-agers	teenager	n	1343	28219
teen-ager	teenager	n	1111	28219
crucial	crucial	j	28219	28219
viewers	viewer	n	19049	28181
viewer	viewer	n	9132	28181
scheduled	schedule	v	21874	28174
schedule	schedule	v	4002	28174
scheduling	schedule	v	1996	28174
schedules	schedule	v	302	28174
ridiculous	ridiculous	j	28150	28150
chocolate	chocolate	n	26167	28147
chocolates	chocolate	n	1980	28147
sensitive	sensitive	j	28109	28109
bottom	bottom	j	28097	28102
bottoming	bottom	j	5	28102
grandmother	grandmother	n	26351	28091
grandmothers	grandmother	n	1705	28091
grand-mother	grandmother	n	35	28091
missile	missile	n	15384	28086
missiles	missile	n	12702	28086
roughly	roughly	r	28083	28083
constitutional	constitutional	j	28065	28065
adventure	adventure	n	19057	28045
adventures	adventure	n	8988	28045
genetic	genetic	j	28027	28027
advance	advance	v	12842	28014
advanced	advance	v	9893	28014
advancing	advance	v	2726	28014
advances	advance	v	2553	28014
related	related	j	28013	28013
swing	swing	v	9712	27981
swung	swing	v	8734	27981
swinging	swing	v	6155	27981
swings	swing	v	3380	27981
ultimate	ultimate	j	27973	27973
manufacturers	manufacturer	n	16998	27966
manufacturer	manufacturer	n	10968	27966
unknown	unknown	j	27955	27955
wiped	wipe	v	11449	27952
wipe	wipe	v	9697	27952
wiping	wipe	v	4376	27952
wipes	wipe	v	2430	27952
crops	crop	n	14224	27946
crop	crop	n	13722	27946
survival	survival	n	27828	27914
survivals	survival	n	86	27914
lined	line	v	13383	27910
line	line	v	8875	27910
lining	line	v	5070	27910
lines	line	v	582	27910
dimensions	dimension	n	15126	27889
dimension	dimension	n	12763	27889
resist	resist	v	16306	27867
resisted	resist	v	5915	27867
resisting	resist	v	3863	27867
resists	resist	v	1783	27867
requested	request	v	13106	27861
request	request	v	8885	27861
requesting	request	v	4548	27861
requests	request	v	1322	27861
roll	roll	n	18717	27831
rolls	roll	n	9114	27831
shaped	shape	v	12561	27828
shape	shape	v	9169	27828
shaping	shape	v	5252	27828
shapes	shape	v	846	27828
darkness	darkness	n	27779	27827
darknesses	darkness	n	32	27827
dark-ness	darkness	n	16	27827
guarantee	guarantee	v	13968	27824
guaranteed	guarantee	v	8798	27824
guarantees	guarantee	v	3455	27824
guaranteeing	guarantee	v	1603	27824
historic	historic	j	27799	27799
educators	educator	n	22364	27782
educator	educator	n	5418	27782
rough	rough	j	26613	27778
rougher	rough	j	822	27778
roughest	rough	j	343	27778
personnel	personnel	n	27773	27773
racing	race	v	14415	27773
race	race	v	6513	27773
raced	race	v	5632	27773
races	race	v	1213	27773
confront	confront	v	10696	27771
confronted	confront	v	10278	27771
confronting	confront	v	4942	27771
confronts	confront	v	1855	27771
terrorists	terrorist	n	21003	27765
terrorist	terrorist	n	6762	27765
royal	royal	j	27749	27749
elite	elite	n	21057	27712
elites	elite	n	6655	27712
occupied	occupy	v	11913	27708
occupy	occupy	v	10695	27708
occupies	occupy	v	2618	27708
occupying	occupy	v	2482	27708
emphasis	emphasis	n	27167	27699
emphases	emphasis	n	532	27699
wet	wet	j	26706	27690
wetter	wet	j	660	27690
wettest	wet	j	324	27690
destruction	destruction	n	27603	27666
destructions	destruction	n	63	27666
raw	raw	j	27506	27663
rawest	raw	j	105	27663
rawer	raw	j	52	27663
inner	inner	j	27642	27642
proceed	proceed	v	13714	27636
proceeded	proceed	v	6268	27636
proceeding	proceed	v	4463	27636
proceeds	proceed	v	3191	27636
violated	violate	v	10355	27630
violate	violate	v	7503	27630
violating	violate	v	6146	27630
violates	violate	v	3626	27630
chart	chart	n	17815	27628
charts	chart	n	9813	27628
pace	pace	n	25694	27613
paces	pace	n	1919	27613
finance	finance	n	19253	27594
finances	finance	n	8341	27594
champion	champion	n	19874	27593
champions	champion	n	7719	27593
snapped	snap	v	11841	27586
snap	snap	v	9021	27586
snapping	snap	v	4037	27586
snaps	snap	v	2687	27586
suspect	suspect	n	18281	27585
suspects	suspect	n	9304	27585
advised	advise	v	10888	27580
advise	advise	v	8240	27580
advises	advise	v	4648	27580
advising	advise	v	3804	27580
initially	initially	r	27566	27566
advanced	advanced	j	27563	27563
unlikely	unlikely	j	27360	27546
unlikeliest	unlikely	j	181	27546
unlikelier	unlikely	j	5	27546
barriers	barrier	n	14851	27530
barrier	barrier	n	12679	27530
advocates	advocate	n	17942	27479
advocate	advocate	n	9537	27479
label	label	n	16748	27479
labels	label	n	10731	27479
access	access	v	15928	27476
accessed	access	v	8467	27476
accessing	access	v	2634	27476
accesses	access	v	447	27476
horrible	horrible	j	27456	27456
burden	burden	n	23410	27443
burdens	burden	n	4033	27443
violation	violation	n	15613	27435
violations	violation	n	11822	27435
unlike	unlike	i	27434	27434
idiot	idiot	n	19579	27432
idiots	idiot	n	7853	27432
lifetime	lifetime	n	25427	27432
lifetimes	lifetime	n	1871	27432
life-time	lifetime	n	125	27432
life-times	lifetime	n	9	27432
working	working	j	27367	27367
funded	fund	v	12071	27347
fund	fund	v	10553	27347
funding	fund	v	4151	27347
funds	fund	v	572	27347
ongoing	ongoing	j	26357	27334
on-going	ongoing	j	977	27334
react	react	v	14927	27322
reacted	react	v	5228	27322
reacting	react	v	4326	27322
reacts	react	v	2841	27322
routine	routine	n	22983	27266
routines	routine	n	4283	27266
presentation	presentation	n	21044	27265
presentations	presentation	n	6221	27265
supply	supply	v	10631	27255
supplied	supply	v	7687	27255
supplies	supply	v	5673	27255
supplying	supply	v	3264	27255
gear	gear	n	23024	27243
gears	gear	n	4219	27243
photograph	photograph	v	18861	27239
photographed	photograph	v	6049	27239
photographing	photograph	v	1820	27239
photographs	photograph	v	509	27239
mexican	Mexican	j	27233	27233
stadium	stadium	n	25158	27233
stadiums	stadium	n	2075	27233
translated	translate	v	10744	27231
translate	translate	v	9291	27231
translates	translate	v	4501	27231
translating	translate	v	2695	27231
mortgage	mortgage	n	21246	27227
mortgages	mortgage	n	5981	27227
sheriff	sheriff	n	25977	27193
sheriffs	sheriff	n	1216	27193
clinic	clinic	n	19486	27190
clinics	clinic	n	7704	27190
spinning	spin	v	8926	27184
spin	spin	v	7975	27184
spun	spin	v	6986	27184
spins	spin	v	3296	27184
coalition	coalition	n	25079	27166
coalitions	coalition	n	2087	27166
naturally	naturally	r	27157	27157
hopefully	hopefully	r	27150	27150
mix	mix	n	25428	27117
mixes	mix	n	1689	27117
menu	menu	n	23251	27113
menus	menu	n	3862	27113
smooth	smooth	j	24679	27095
smoother	smooth	j	2116	27095
smoothest	smooth	j	296	27095
advertising	advertising	n	27069	27069
interpreted	interpret	v	10641	27068
interpret	interpret	v	10476	27068
interpreting	interpret	v	4569	27068
interprets	interpret	v	1382	27068
planted	plant	v	12549	27047
plant	plant	v	9149	27047
planting	plant	v	4844	27047
plants	plant	v	505	27047
dismissed	dismiss	v	14708	27026
dismiss	dismiss	v	8364	27026
dismissing	dismiss	v	2402	27026
dismisses	dismiss	v	1552	27026
muslims	Muslim	n	24185	26994
muslim	Muslim	n	2809	26994
apparent	apparent	j	26981	26981
arrangement	arrangement	n	13727	26976
arrangements	arrangement	n	13249	26976
incorporated	incorporate	v	9485	26974
incorporate	incorporate	v	9305	26974
incorporating	incorporate	v	4891	26974
incorporates	incorporate	v	3293	26974
split	split	v	21933	26970
splitting	split	v	3518	26970
splits	split	v	1519	26970
brilliant	brilliant	j	26970	26970
storage	storage	n	26941	26941
framework	framework	n	24177	26926
frameworks	framework	n	2721	26926
frame-work	framework	n	28	26926
honestly	honestly	r	26926	26926
chasing	chase	v	10726	26901
chase	chase	v	9009	26901
chased	chase	v	5766	26901
chases	chase	v	1400	26901
sighed	sigh	v	11879	26874
sighs	sigh	v	11789	26874
sighing	sigh	v	2239	26874
sigh	sigh	v	967	26874
assure	assure	v	12233	26863
assured	assure	v	10605	26863
assures	assure	v	2032	26863
assuring	assure	v	1993	26863
utility	utility	n	18021	26839
utilities	utility	n	8818	26839
taste	taste	v	15915	26826
tasted	taste	v	6132	26826
tastes	taste	v	3311	26826
tasting	taste	v	1468	26826
aggressive	aggressive	j	26819	26819
cookies	cookie	n	16153	26809
cookie	cookie	n	10656	26809
terror	terror	n	25743	26792
terrors	terror	n	1049	26792
free	free	v	15717	26787
freed	free	v	7136	26787
freeing	free	v	2650	26787
frees	free	v	1284	26787
worth	worth	n	26736	26778
worths	worth	n	42	26778
wealthy	wealthy	j	21795	26746
wealthiest	wealthy	j	3065	26746
wealthier	wealthy	j	1886	26746
update	update	v	12524	26744
updated	update	v	8252	26744
updating	update	v	3094	26744
updates	update	v	2874	26744
forum	forum	n	20687	26724
forums	forum	n	6037	26724
alliance	alliance	n	22072	26718
alliances	alliance	n	4646	26718
possess	possess	v	11544	26713
possessed	possess	v	8492	26713
possesses	possess	v	3669	26713
possessing	possess	v	3008	26713
empire	empire	n	24639	26692
empires	empire	n	2053	26692
curious	curious	j	26470	26666
curiouser	curious	j	196	26666
corn	corn	n	26339	26609
corns	corn	n	270	26609
neither	neither	d	26586	26586
calculated	calculate	v	13987	26570
calculate	calculate	v	7348	26570
calculating	calculate	v	3850	26570
calculates	calculate	v	1385	26570
hurry	hurry	v	18225	26561
hurried	hurry	v	5433	26561
hurrying	hurry	v	1678	26561
hurries	hurry	v	1225	26561
testimony	testimony	n	25394	26542
testimonies	testimony	n	1148	26542
elementary	elementary	j	26542	26542
transfer	transfer	n	21336	26541
transfers	transfer	n	5205	26541
stake	stake	n	17689	26539
stakes	stake	n	8850	26539
precisely	precisely	r	26538	26538
bite	bite	v	9179	26532
bit	bite	v	9168	26532
biting	bite	v	3418	26532
bitten	bite	v	3208	26532
bites	bite	v	1559	26532
given	given	j	26528	26528
substantial	substantial	j	26521	26521
depending	depending	i	26517	26517
glanced	glance	v	16522	26481
glancing	glance	v	4027	26481
glances	glance	v	3253	26481
glance	glance	v	2679	26481
tissue	tissue	n	20049	26475
tissues	tissue	n	6426	26475
concentration	concentration	n	17677	26470
concentrations	concentration	n	8793	26470
developers	developer	n	15671	26466
developer	developer	n	10795	26466
founded	found	v	23194	26466
founding	found	v	2908	26466
found	found	v	254	26466
founds	found	v	110	26466
ballot	ballot	n	16582	26460
ballots	ballot	n	9878	26460
consumed	consume	v	10315	26453
consume	consume	v	8702	26453
consuming	consume	v	5580	26453
consumes	consume	v	1856	26453
overcome	overcome	v	20059	26449
overcoming	overcome	v	3498	26449
overcame	overcome	v	2161	26449
overcomes	overcome	v	731	26449
biological	biological	j	26435	26435
chamber	chamber	n	21012	26416
chambers	chamber	n	5404	26416
similarly	similarly	r	26400	26400
stick	stick	n	18290	26373
sticks	stick	n	8083	26373
dare	dare	v	17617	26363
dared	dare	v	4899	26363
daring	dare	v	2283	26363
dares	dare	v	1564	26363
developing	developing	j	26334	26334
tiger	Tiger	n	15395	26334
tigers	Tiger	n	10939	26334
ratio	ratio	n	20841	26305
ratios	ratio	n	5464	26305
lover	lover	n	15480	26282
lovers	lover	n	10802	26282
expansion	expansion	n	25232	26265
