word	stem	TP	wordfreq	stemfreq
mahahahabang	hahahaba	0.4	2	5
humuhuni	huni	0.10483870967741936	65	620
paghuhuni	huni	0.0016129032258064516	1	620
pabulosong	buloso	0.875	7	8
napakatagumay	pakatagom	1.0	2	2
maawat	tawat	0.3442776735459662	367	1066
ryza	dyza	1.0	617	617
natuturing	turi	0.00011049723756906077	4	36200
makapareha	pareha	0.07940821256038648	263	3312
fantasya	fantasya	0.9186046511627907	79	86
pagbibida	bida	0.01686730123180291	241	14288
pagpapataob	pataob	0.024752475247524754	5	202
nadaan	daan	0.0007523222589937592	193	256539
nagpahuli	pahuli	0.49761336515513127	417	838
pagdeklara	deklara	0.04623581986937092	538	11636
kinonsepto	konsepto	0.0006848728704734184	8	11681
makahalubilo	halubilo	0.06881533101045297	79	1148
pinalolotarya	lotarya	0.6666666666666666	2	3
groupo	groupo	0.9345238095238095	157	168
pinamagatangakb48	atangakb48	1.0	2	2
magsasara	sara	0.03141704488149269	623	19830
kinanselang	nsela	0.043960475902399675	218	4959
maghahandog	handog	0.028938016338210183	627	21667
ipagpapaliban	liban	0.006484900123071098	274	42252
nakoko	koko	0.00031075201988812925	1	3218
lilikhaing	likhai	0.03248898678414097	59	1816
iniindorso	iindorso	0.643312101910828	101	157
pinakamalas	kamalas	0.19047619047619047	20	105
maguumpisa	uumpisa	0.2933227344992051	738	2516
inilibabas	libabas	1.0	1	1
paghusayan	husay	0.0014312451833094792	117	81747
isinahihimpapawid	sahihimpapawid	1.0	5	5
pinaiklian	tikli	0.00021392204680614383	5	23373
panauning	nauni	1.0	1	1
nasugbu	sugbo	0.5754884547069272	648	1126
galvante	lvante	0.9956896551724138	462	464
ilacad	lacad	0.2621359223300971	81	309
sintas	sintas	0.953551912568306	349	366
naisusukbit	tisusukbit	0.16666666666666666	1	6
pampagsusuri	susuri	0.03296703296703297	3	91
nagkabanggaan	kabangga	0.12547528517110265	99	789
nagbanggaan	bangga	0.01757568885361152	155	8819
palikuan	liko	0.0005058168942842691	2	3954
apunong	apuno	0.014492753623188406	1	69
pinagdadaluhan	dalo	6.0584030049678906e-05	1	16506
naghuhulo	hulo	0.0017035775127768314	1	587
itinititik	tititik	0.04878048780487805	2	41
kumikiwal	kiwal	0.15476190476190477	13	84
kiwal	kiwal	0.44047619047619047	37	84
pagkakilanlang	kilanla	0.06521739130434782	6	92
pinagyelong	pagyelo	0.21739130434782608	5	23
pakikihamok	kihamok	0.8044692737430168	144	179
pagdedebateng	debate	0.00011376564277588168	1	8790
mahimulmol	himulmol	0.39436619718309857	28	71
maiimbak	tiimbak	0.8	140	175
inihahanay	ihahan	1.0	34	34
upahang	upaha	0.5598290598290598	131	234
mapagyabang	pagyaba	0.030959752321981424	10	323
pinakamahahabang	mahahaba	0.9166666666666666	11	12
pinakasentro	kasentro	0.15074309978768577	284	1884
tawirang	tawira	0.4	4	10
dumurugtong	durugto	0.020905923344947737	6	287
ipinuna	pinuna	0.0016	4	2500
establisimiyento	establisimiyento	0.9395770392749244	622	662
kahaban	haban	0.17543859649122806	20	114
baywalkkung	baywalkko	1.0	2	2
plasaikinuwestiyon	plasaikinuwestiyon	1.0	2	2
nakasasama	sasama	0.7197724039829303	506	703
unaryang	unarya	1.0	2	2
panakda	nakda	1.0	1	1
pamahaging	hagi	0.00034647033347769596	4	11545
maiaakmang	aakma	0.015625	2	128
nahindi	hindi	0.00010015050708227252	178	1777325
patunayang	tunaya	0.29743354720439963	649	2182
pagninipis	nipis	0.00019162594615310913	2	10437
pinutulan	putol	0.013431366873154634	232	17273
tinalbusang	talbusa	1.0	2	2
maluluwag	luwag	0.016561611667284638	134	8091
diyetaryo	diyetaryo	0.6666666666666666	2	3
nagtatranskriba	tatranskriba	0.21739130434782608	5	23
nagsasaling	sali	0.0002725092653150207	5	18348
mapapakinabangang	pakinabanga	0.9285714285714286	52	56
makakaangkop	angkop	0.0009104358711733243	16	17574
magregula	degula	0.18181818181818182	12	66
nangangahuluan	angahulo	0.3125	5	16
itinatapong	tinatapo	1.0	25	25
pagkokomberte	komberte	0.3076923076923077	4	13
alugin	alog	0.0009619588981198076	44	45740
paggagnap	gagnap	0.5	1	2
ihahalintulad	halintulad	0.03571428571428571	109	3052
pahapyaw	hapyaw	0.931758530183727	355	381
pantigan	tigan	0.0011724946548037796	17	14499
kumokonberte	konberte	0.11428571428571428	4	35
niregulang	degula	0.10606060606060606	7	66
bersiyong2	bersiyong2	1.0	1	1
pampaggagamot	gagamot	0.010416666666666666	1	96
humahalintulad	halintulad	0.00163826998689384	5	3052
empake	empake	0.09223300970873786	19	206
pinaliwanag	liwanag	0.007400348979667603	598	80807
naumpisahan	tumpisa	0.5214067278287462	341	654
umaakma	umaakma	0.987012987012987	76	77
napakamura	pakamura	0.5526315789473685	147	266
binebentang	benta	0.003615038560411311	135	37344
maipagisa	tipagisa	0.6666666666666666	2	3
nagsasamasama	sasamasama	0.09812472743131269	225	2293
nagpapamigay	pigay	0.011056511056511056	27	2442
mapagpahintulot	pagpahintulot	0.7777777777777778	7	9
pagpapalisensiya	palisensiya	0.8235294117647058	14	17
sesyum	sesyom	1.0	1	1
napakareaktibo	pakareaktibo	1.0	1	1
orihin	ori	0.007380073800738007	2	271
inaaring	aari	0.012004516550781483	202	16827
pamamanang	pana	0.00014238929232521716	1	7023
pinapasya	pasya	0.0005350136725716324	9	16822
pagtutudla	tudla	0.010362694300518135	2	193
dinayang	daya	0.004667989263624693	40	8569
bombahin	bomba	0.030023752969121142	316	10525
pagkabalik	kabalik	0.05499276410998553	266	4837
makakaseguro	kaseguro	0.028089887640449437	5	178
pakikipanirahan	kipanira	0.3	3	10
pwes	pwes	1.0	399	399
niloloko	loko	0.12235399132874267	1919	15684
pangkababaihang	babaiha	0.5714285714285714	4	7
ipinaparagan	pinaparag	1.0	1	1
pinapasadya	pasadya	0.025179856115107913	14	556
pangmalalaking	lalaki	0.000612369871402327	1	1633
pinagtnubayan	tnubay	0.0003861003861003861	2	5180
pagtagpuin	tagpo	0.0010696932337370367	59	55156
pinapatunubayan	patunubay	1.0	1	1
salitaan	salita	0.0009980642196298342	215	215417
sasalitan	salit	0.0025396825396825397	4	1575
nililikhay	likhay	0.00881057268722467	2	227
pinamahusay	husay	8.563005370227653e-05	7	81747
naglalabasn	labasn	0.3333333333333333	3	9
tumatantiya	tantiya	0.003355704697986577	6	1788
natutunang	tuna	0.005957836846929423	273	45822
nagtatatak	tatatak	0.012440191387559809	13	1045
sinsubukang	sinsubuka	1.0	3	3
heneratibong	heneratibo	1.0	1	1
sumasyong	sasyo	0.3333333333333333	2	6
tinututunan	tututon	0.0015349194167306216	4	2606
regularisasyong	degularisasyo	1.0	4	4
regularisasyon	degularisasyon	1.0	108	108
tatakng	takng	0.5	3	6
pinapatunabay	patunab	1.0	3	3
pinapatunabayan	patunabay	1.0	3	3
habulin	habol	0.11089827603589071	2200	19838
taluwalagin	taluwalag	0.125	1	8
pampakilalang	lala	2.5786487880350696e-05	1	38780
magiisang	giisa	0.9606003752345216	512	533
ipagsabay	sabay	0.0010247468722278303	67	65382
nakakasaklaw	saklaw	0.0005994754589733983	8	13345
pagsasaisa	saisa	0.0021272481144846258	11	5171
pinakabaliw	kabaliw	0.049429657794676805	13	263
dinapuan	dapo	0.2490534286916281	592	2377
ikinahig	kinahig	1.0	3	3
tatablan	tabal	0.046065259117082535	48	1042
pinamamalagiang	lagia	0.0010167768174885613	2	1967
napagpasukan	pagpasok	0.018691588785046728	2	107
nadaigan	daig	0.0002860411899313501	1	3496
natatangap	tangap	0.06221646143875567	96	1543
gagamutin	gamot	0.0007597844332538211	215	282975
isinasapangalan	sinasapangal	1.0	3	3
pagsasentro	sasentro	0.8333333333333334	10	12
etnolingguwistika	etnolingguwistika	1.0	3	3
etnolingguwista	etnolingguwista	1.0	3	3
oryentasyong	oryentasyo	0.9933774834437086	150	151
manghaharang	nghahara	1.0	34	34
toldang	tolda	0.11135057471264367	310	2784
binabakuran	bakod	0.007524946834614755	46	6113
nagpapalis	palis	0.00516795865633075	2	387
pakealam	kealam	0.7777777777777778	224	288
kasungitan	sungit	0.032017075773746	60	1874
pumuyag	puyag	0.3333333333333333	1	3
kinaiinggitan	inggit	0.04763000460193281	207	4346
nagparaya	paraya	0.15109034267912771	97	642
niyong	niyo	0.09764964491038214	4620	47312
palalampasin	lampas	0.028771438571928598	411	14285
nakakaiyak	iyak	0.06952227182068572	732	10529
nilasa	lasa	0.004599121361889072	67	14568
kumantaat	ntaat	0.4444444444444444	4	9
napapahanga	hanga	0.0023781212841854932	46	19343
ngunitsiya	ngunitsiya	1.0	1	1
mabinyagan	binyag	0.06922209695603157	307	4435
inililistang	lista	0.00014411713841009974	5	34694
ikinukumpisal	kinukumpisal	1.0	214	214
ipanibago	nibago	0.0009218713989398478	12	13017
ikinamit	kinamit	1.0	1	1
magpatawad	tawad	0.07102291272276258	1088	15319
pagpaparing	pari	5.5190683812572435e-05	1	18119
ipinangangasiwa	angasiwa	0.0036968576709796672	34	9197
nasasakol	sakol	0.058823529411764705	1	17
ikinumpisa	kinumpisa	1.0	1	1
malalignment	lalignment	1.0	1	1
ipinaparating	pinaparati	1.0	99	99
ilista	lista	0.034155761803193636	1185	34694
irecord	decord	0.04441355088900271	607	13667
mapapayo	payo	0.0012696083963435279	45	35444
pinapalakas	palakas	0.04244332493702771	337	7940
magrekuminda	dekuminda	0.5	1	2
maiistress	tiistress	0.17647058823529413	6	34
magrekumenda	dekumenda	0.08791208791208792	8	91
kirurhikong	kirurhiko	0.008210180623973728	5	609
tiisin	tiis	0.0917277653809372	1151	12548
pahingapag	hingapag	1.0	1	1
garapata	dapata	0.017348685234168354	223	12854
abrebasyon	abrebasyon	1.0	2	2
porsiyong	porsiyo	1.0	1	1
inurong	uro	0.07704239917269907	149	1934
tagagabay	gabay	0.001081081081081081	21	19425
nakakatawid	tawid	0.0026226641897060432	24	9151
nagulantang	ulanta	0.9859594383775351	632	641
nakatatandnag	tatandnag	1.0	1	1
pasayaw	sayaw	0.003332888948140248	50	15002
ginisa	ginisa	0.8108108108108109	240	296
kuliling	kulili	0.4117647058823529	21	51
litsugas	litsugas	1.0	121	121
naipababatid	tipababatid	0.9230769230769231	12	13
mayroong1	mayroong1	1.0	1	1
dalawampunglimang	dalawampunglima	1.0	3	3
kalumbahin	lumba	0.0070921985815602835	1	141
kumikislap	kislap	0.27835723598435463	427	1534
nakapaglalakbay	paglalakb	1.0	36	36
nangangalat	angalat	0.19557195571955718	106	542
nakakaraktera	daktera	0.1111111111111111	1	9
paghahalili	hahalili	0.10031847133757962	63	628
ipagkasya	kasya	0.0074262263044752785	38	5117
tugmang	tugma	0.034700588438906194	401	11556
sanggalang	sanggala	0.19744318181818182	139	704
tanggol	tanggol	0.01576853526220615	218	13825
pamprotekta	protekta	0.001295001295001295	15	11583
upong	upo	0.012524020939632894	189	15091
nagrereynang	dereyna	0.02564102564102564	2	78
maiahon	tiahon	0.7947882736156352	488	614
dagling	dagli	0.09967751392553503	340	3411
madidiskubre	diskubre	0.022834193918531268	199	8715
barumbadong	barumbado	0.23529411764705882	56	238
brods	brods	1.0	215	215
naninira	nira	0.09256945111986926	963	10403
sayobastat	sayobastat	1.0	2	2
dibdibinkung	dibinko	1.0	1	1
papatulan	patol	0.027338664682908687	735	26885
aasarin	aasad	0.6046511627906976	104	172
ltuloy	ltuloy	0.5	1	2
papansinin	nsinin	0.16737864077669903	862	5150
nagkakaganyan	ganay	0.004008810572687225	91	22700
jickain	jicka	0.9838709677419355	61	62
ikinilos	kinilos	1.0	302	302
pinapahirapan	pahirap	0.11481347337921043	317	2761
ibinibilanggo	binibilanggo	1.0	32	32
bihon	bihon	0.9887005649717514	175	177
naisantabi	tisantabi	0.4452296819787986	126	283
magtawagan	gtawag	0.96875	62	64
pinakamahiyain	kamahiya	0.04424778761061947	5	113
ikasasama	sama	0.0004725634442972477	178	376669
kapitbayan	pitbay	0.8095238095238095	17	21
magbibiyahe	biyahe	0.004219409282700422	90	21330
magkakahubog	kahubog	0.022222222222222223	1	45
nagbilang	bila	0.00021217539575533477	110	518439
tagapagmanehong	pagmaneho	0.008264462809917356	1	121
natitingnang	tingna	0.0016863406408094434	1	593
pagkakakalas	kakalas	0.7142857142857143	5	7
kumakalas	kalas	0.01748750892219843	49	2802
pinakamababaluktot	mababaluktot	1.0	1	1
malilikhang	likha	0.0005435626650100948	35	64390
olohiya	olohiya	1.0	5	5
ispesyalidad	spesyalidad	0.75	3	4
nakikipagpatungan	kipagpatong	1.0	1	1
onkolohiyang	onkolohiya	0.25	1	4
sedimentasyon	sedimentasyon	1.0	8	8
palibhasa	libhasa	0.9922199170124482	1913	1928
proteksiyonng	proteksiyon	0.000501378791677112	2	3989
panunungayaw	nungayaw	0.3434343434343434	68	198
kumikinang	kina	0.023955068731188134	772	32227
simoundou	simoundoo	1.0	1	1
pampalusog	lusog	0.027270002996703627	1183	43381
padalahan	dala	0.0002729092122020741	36	131912
karampatan	dampat	0.9357798165137615	102	109
maghagis	hagis	0.03856981981981982	137	3552
makipagbuno	pagbuno	0.9626168224299065	103	107
matitipunong	tipuno	0.03259726603575184	31	951
matatanggihang	tanggiha	0.03773584905660377	6	159
pinagpipilitang	pilita	0.010599721059972107	38	3585
sinasaksak	sasaksak	0.06478537360890302	163	2516
kombulsyon	kombulsyon	0.7798165137614679	85	109
pumipitong	pito	0.00013544170927437104	4	29533
paghinalaan	hinala	0.020404693079408263	120	5881
nadadamay	damay	0.06005493985033627	634	10557
makahawa	hawa	0.07523352688714971	596	7922
kumalaw	kalaw	0.001890359168241966	1	529
pagtapik	tapik	0.05922396187882913	87	1469
komunidadpulmonyang	komunidadpulmonya	1.0	1	1
nagpoprotektang	poprotekta	0.0006565988181221273	2	3046
bubuti	buti	0.0025211597334773997	294	116613
pagkakaospitalhabang	ospitalhaba	1.0	1	1
masopital	sopital	1.0	1	1
mucolytics	mucolytics	1.0	1	1
pinapabuti	pabuti	0.01236628480388438	163	13181
pipiliing	pilii	0.342143906020558	233	681
pampatay	patay	0.00023999582615954505	46	191670
bumubuti	buti	0.0038674933326473034	451	116613
maiimpekisyon	tiimpekisyon	1.0	1	1
hihinga	hinga	0.0024577901260953196	69	28074
ngitim	ngitim	0.9	9	10
kahirapa	hirapa	0.0012940795858945326	4	3091
nagpabuti	pabuti	0.003186404673393521	42	13181
nagmamalasakit	palasakit	0.9886822958771221	1223	1237
umuubo	umuubo	0.9862068965517241	143	145
panglobo	lobo	0.0002161227577263886	1	4627
makapagdagdag	dagdag	0.0010106466395999234	116	114778
napakagrabe	pakagrabe	0.5	8	16
bibliyograpiya	bibliyograpiya	0.9545454545454546	21	22
pangmatika	matika	1.0	1	1
kampeonto	mpeonto	1.0	1	1
pinunan	punan	0.03467908902691511	201	5796
maaalala	taalala	0.18331968331968332	1343	7326
nakakabiglang	bigla	0.0002917631612538522	16	54839
pakikitira	kitira	0.015432098765432098	5	324
luhaang	luhaa	0.9702970297029703	98	101
sinapantaha	sapantaha	0.10772357723577236	53	492
nakapglaro	kapglaro	1.0	2	2
iakalawang	akalawa	1.0	2	2
nagdaramihang	daramiha	0.3333333333333333	2	6
leptonikong	leptoniko	0.4	2	5
hiningahan	hinga	0.006411626415900834	180	28074
dumidilig	dilig	0.034526854219948847	54	1564
ipaubaya	tubaya	0.4794520547945205	945	1971
nagpapaulan	tulan	0.009535918626827717	75	7865
nagsasakang	saka	0.00012992918859221724	8	61572
pinatulog	tulog	0.006647774487034709	312	46933
pinaghilom	hilom	0.00804093567251462	11	1368
iyoy	iyoy	0.9992509363295881	1334	1335
pinagtahi	tahi	0.0012065637065637065	5	4144
natuksong	tukso	0.0030425963488843813	21	6902
iginawa	ginawa	0.0024595952626409396	303	123191
magbungkal	bungkal	0.08503679476696648	104	1223
nasisigurong	siguro	0.00014135940629049357	12	84890
diligan	dilig	0.13618925831202047	213	1564
kinalag	kalag	0.010973641742872513	102	9295
pinakalooba	kalooba	0.16666666666666666	1	6
umihip	umihip	1.0	314	314
tumapon	tapon	0.010340226817878585	124	11992
pinagbihis	bihis	0.0046362339514978606	26	5608
interpratasyo	terpratasyo	1.0	2	2
laog	laog	0.5094339622641509	189	371
pagpiprito	piprito	0.20833333333333334	40	192
ibinibilot	binibilot	1.0	5	5
paglalanta	lanta	0.002830188679245283	3	1060
ginagasgas	gasgas	0.008813559322033898	13	1475
pinapaasim	paasim	1.0	1	1
mamamantikang	tika	0.00022026431718061675	1	4540
arteryal	arteryal	1.0	26	26
mapapakasalan	kasal	0.000608359576295448	17	27944
gantimapla	ntimapla	1.0	2	2
nakakahoy	kahoy	0.00017442874585731728	3	17199
nasagawa	sagawa	0.0002555723908797167	14	54779
makakakonstitusyon	kakonstitusyon	1.0	1	1
pagla	pagla	0.09137055837563451	18	197
nagliligaw	ligaw	0.003735422740524781	82	21952
nakawilihan	kawili	0.05434782608695652	5	92
mangingibabaw	gibabaw	0.195416164053076	486	2487
pangunahinang	unahina	0.5	1	2
kaalwanan	alaw	0.05525291828793774	71	1285
itosa	tosa	0.581453634085213	232	399
paleontolohiyang	leontolohiya	0.06451612903225806	2	31
bongabon	bongabon	0.9809885931558935	258	263
napapakawalan	kawal	0.002109704641350211	22	10428
makakagalaw	kagalaw	0.3627906976744186	78	215
napapaagos	tagos	0.0004253509145044662	1	2351
tagapagbagong	pagbago	0.000689655172413793	1	1450
paglipasng	lipas	0.00014415453366008361	4	27748
pinadarama	darama	0.0022097227802330252	11	4978
institusyo	stitusyo	0.0007462686567164179	1	1340
parangalang	dangala	0.01	8	800
pinagkakasumundan	sumund	0.037037037037037035	1	27
masigalot	sigalot	0.0028694404591104736	4	1394
nilatang	lata	0.0008748906386701663	3	3429
makiusap	usap	0.006017545131588487	498	82758
nakakabalisa	balisa	0.013030685161832704	31	2379
panggising	gisi	0.007684573398448722	107	13924
susupil	supil	0.007776497695852535	27	3472
pagsusulatan	sulat	0.0009552093645252609	110	115158
ugaliin	ugali	0.026029833053442655	527	20246
maiilagan	ilag	0.00022331397945511388	3	13434
pupulot	pulot	0.007162162162162162	53	7400
ilag	ilag	0.020470448116718772	275	13434
ikasisira	sira	0.0025390914284505193	120	47261
magagauang	uang	0.007352941176470588	2	272
macapupulot	capupulot	1.0	3	3
alinsunorin	alinsunorin	1.0	2	2
capatid	capatid	0.7662337662337663	59	77
tatanto	tanto	0.00031887755102040814	1	3136
caniyang	caniya	0.8406827880512091	591	703
canilang	canila	0.8270676691729323	220	266
pagpapakabuti	pakabuti	0.03233830845771144	39	1206
pinapalad	palad	0.003949556541019955	57	14432
nagsabog	sabog	0.005259856198426869	109	20723
magsasacang	gsasaca	1.0	1	1
inaalon	aalon	0.6666666666666666	8	12
anaqui	anaqui	1.0	14	14
guintong	guinto	0.004497751124437781	3	667
pagcunan	cunan	0.0034782608695652175	2	575
ibayuhan	bayo	0.00018854880271510275	3	15911
pagsabit	sabit	0.017416934619506965	65	3732
miyong	miyo	0.5164835164835165	94	182
mapapagmasdan	masad	0.00040461258345134534	2	4943
maninira	nira	0.05286936460636355	550	10403
mapaninsalang	paninsala	0.5	1	2
binibiktima	biktima	0.0018629407850964737	182	97695
binibiktimang	biktima	5.1179691898254774e-05	5	97695
tinutuklas	tuklas	0.0030634367046847018	65	21218
damitan	damit	0.004508662311843227	127	28168
nagdedeporma	deporma	0.0001474708745022858	1	6781
pinakikinis	kinis	0.004179204279505183	25	5982
kapartido	partido	0.7350427350427351	774	1053
nanunungkulang	nungkula	0.5799086757990868	127	219
tagapagdaos	pagdaos	0.011904761904761904	1	84
nagsisipagsisi	sisipagsisi	0.1111111111111111	1	9
napapadalhan	dala	9.096973740069137e-05	12	131912
kamali	mali	0.0020585136558878355	127	61695
pinalalaganap	laganap	0.010932424938604135	138	12623
nagsasayawan	sayaw	0.008532195707239034	128	15002
pagpupugay	pugay	0.38752276867030966	851	2196
nakapaghihina	paghihina	1.0	2	2
nagkasal	kasal	0.00429430289149728	120	27944
magpapalabas	palabas	0.04616140121132755	564	12218
nangarap	arap	0.025873499372872245	722	27905
iniwanang	wana	0.1178343949044586	74	628
pasusuotin	suot	6.179896795723511e-05	2	32363
makabansa	bansa	0.0007393764591860864	222	300253
nakipagcollaborate	kipagcollaborate	0.5428571428571428	19	35
requiestas	dequiestas	1.0	31	31
nabibigla	bigla	0.0017323437699447474	95	54839
magulat	ulat	0.014649261755830222	1267	86489
nabiglang	bigla	0.0014405806086908951	79	54839
naaalimpungatan	taalimpungat	0.4411764705882353	15	34
morpema	morpema	0.7422680412371134	72	97
